,Mouse ID,Drug Regimen,Sex,Age_months,Weight (g),Timepoint,Tumor Volume (mm3),Metastatic Sites,timepoint ID,Duplicate
409,u196,Ramicane,Male,18,25,40,43.45368679,2,u19640,False
410,u196,Ramicane,Male,18,25,45,40.66771292,3,u19645,False
411,q597,Ramicane,Male,20,25,0,45.0,0,q5970,False
412,q597,Ramicane,Male,20,25,5,45.76611104,0,q5975,False
413,q597,Ramicane,Male,20,25,10,42.53798598,0,q59710,False
414,q597,Ramicane,Male,20,25,15,41.39566036,0,q59715,False
415,q597,Ramicane,Male,20,25,20,41.9255866,0,q59720,False
416,q597,Ramicane,Male,20,25,25,42.57570709,1,q59725,False
417,q597,Ramicane,Male,20,25,30,43.33916123,1,q59730,False
418,q597,Ramicane,Male,20,25,35,43.80720142,1,q59735,False
419,q597,Ramicane,Male,20,25,40,44.47182121,2,q59740,False
420,q597,Ramicane,Male,20,25,45,45.22086888,2,q59745,False
421,a444,Ramicane,Female,10,25,0,45.0,0,a4440,False
422,a444,Ramicane,Female,10,25,5,44.00597487,0,a4445,False
423,a444,Ramicane,Female,10,25,10,44.51255951,0,a44410,False
424,a444,Ramicane,Female,10,25,15,43.00127957,0,a44415,False
425,a444,Ramicane,Female,10,25,20,41.71461874,0,a44420,False
426,a444,Ramicane,Female,10,25,25,42.29139437,0,a44425,False
427,a444,Ramicane,Female,10,25,30,42.78627835,0,a44430,False
428,a444,Ramicane,Female,10,25,35,41.73595083,0,a44435,False
429,a444,Ramicane,Female,10,25,40,42.50492554,0,a44440,False
430,a444,Ramicane,Female,10,25,45,43.04754260000001,0,a44445,False
431,i557,Capomulin,Female,1,24,0,45.0,0,i5570,False
432,i557,Capomulin,Female,1,24,5,42.2616653,0,i5575,False
433,i557,Capomulin,Female,1,24,10,42.99207658,0,i55710,False
434,i557,Capomulin,Female,1,24,15,43.529875700000005,0,i55715,False
435,i557,Capomulin,Female,1,24,20,43.96789516,0,i55720,False
436,i557,Capomulin,Female,1,24,25,44.59621854,0,i55725,False
437,i557,Capomulin,Female,1,24,30,45.26138381,0,i55730,False
438,i557,Capomulin,Female,1,24,35,45.94194901,0,i55735,False
439,i557,Capomulin,Female,1,24,40,46.82106972,1,i55740,False
440,i557,Capomulin,Female,1,24,45,47.68596303,1,i55745,False
441,r921,Ramicane,Female,5,25,0,45.0,0,r9210,False
442,r921,Ramicane,Female,5,25,5,45.56821083,0,r9215,False
443,r921,Ramicane,Female,5,25,10,42.71192694,0,r92110,False
444,r921,Ramicane,Female,5,25,15,43.52726054,0,r92115,False
445,r921,Ramicane,Female,5,25,20,44.13631588,0,r92120,False
446,r921,Ramicane,Female,5,25,25,42.65534089,1,r92125,False
447,r921,Ramicane,Female,5,25,30,43.41938077,1,r92130,False
448,w678,Ramicane,Female,5,24,0,45.0,0,w6780,False
449,w678,Ramicane,Female,5,24,5,43.16637266,0,w6785,False
450,y449,Ramicane,Male,19,24,0,45.0,0,y4490,False
451,y449,Ramicane,Male,19,24,5,45.87754494,0,y4495,False
452,y449,Ramicane,Male,19,24,10,46.37809248,0,y44910,False
453,y449,Ramicane,Male,19,24,15,44.18345092,0,y44915,False
454,a203,Infubinol,Female,20,23,0,45.0,0,a2030,False
455,a203,Infubinol,Female,20,23,5,48.5084684,0,a2035,False
456,a203,Infubinol,Female,20,23,10,51.852437200000004,1,a20310,False
457,a203,Infubinol,Female,20,23,15,52.7778705,1,a20315,False
458,a203,Infubinol,Female,20,23,20,55.17333648,1,a20320,False
459,a203,Infubinol,Female,20,23,25,56.79320832,1,a20325,False
460,a203,Infubinol,Female,20,23,30,59.52319728,1,a20330,False
461,a203,Infubinol,Female,20,23,35,61.93165007,2,a20335,False
462,a203,Infubinol,Female,20,23,40,63.59349002,2,a20340,False
463,a203,Infubinol,Female,20,23,45,67.97341878,2,a20345,False
464,a251,Infubinol,Female,21,25,0,45.0,0,a2510,False
465,a251,Infubinol,Female,21,25,5,46.98212719,0,a2515,False
466,a251,Infubinol,Female,21,25,10,48.59117901,1,a25110,False
467,a251,Infubinol,Female,21,25,15,50.53445603,1,a25115,False
468,a251,Infubinol,Female,21,25,20,54.46259376,1,a25120,False
469,a251,Infubinol,Female,21,25,25,57.41464570000001,1,a25125,False
470,a251,Infubinol,Female,21,25,30,59.86124129,1,a25130,False
471,a251,Infubinol,Female,21,25,35,60.90388455,1,a25135,False
472,a251,Infubinol,Female,21,25,40,63.09507565,1,a25140,False
473,a251,Infubinol,Female,21,25,45,65.52574285,1,a25145,False
474,a262,Placebo,Female,17,29,0,45.0,0,a2620,False
475,a262,Placebo,Female,17,29,5,48.71756819,1,a2625,False
476,a262,Placebo,Female,17,29,10,49.59518129,1,a26210,False
477,a262,Placebo,Female,17,29,15,53.82797367,2,a26215,False
478,a262,Placebo,Female,17,29,20,57.01331331,2,a26220,False
479,a262,Placebo,Female,17,29,25,60.13186217,2,a26225,False
480,a262,Placebo,Female,17,29,30,64.95809178,3,a26230,False
481,a262,Placebo,Female,17,29,35,66.56196302,4,a26235,False
482,a262,Placebo,Female,17,29,40,69.59273198,4,a26240,False
483,a262,Placebo,Female,17,29,45,70.71762058,4,a26245,False
484,a275,Ceftamin,Female,20,28,0,45.0,0,a2750,False
485,a275,Ceftamin,Female,20,28,5,46.79525728,0,a2755,False
486,a275,Ceftamin,Female,20,28,10,47.37134328,0,a27510,False
487,a275,Ceftamin,Female,20,28,15,49.73440359,0,a27515,False
488,a275,Ceftamin,Female,20,28,20,50.51343652,1,a27520,False
489,a275,Ceftamin,Female,20,28,25,53.57606417,1,a27525,False
490,a275,Ceftamin,Female,20,28,30,54.44471317,2,a27530,False
491,a275,Ceftamin,Female,20,28,35,56.35353804,2,a27535,False
492,a275,Ceftamin,Female,20,28,40,60.92153868,3,a27540,False
493,a275,Ceftamin,Female,20,28,45,62.99935619,3,a27545,False
494,a366,Stelasyn,Female,16,29,0,45.0,0,a3660,False
495,a366,Stelasyn,Female,16,29,5,48.95136773,0,a3665,False
496,a366,Stelasyn,Female,16,29,10,53.52399007,0,a36610,False
497,a366,Stelasyn,Female,16,29,15,55.26558163,0,a36615,False
498,a366,Stelasyn,Female,16,29,20,57.28598742,0,a36620,False
499,a366,Stelasyn,Female,16,29,25,59.01172817,0,a36625,False
500,a366,Stelasyn,Female,16,29,30,63.44068627,1,a36630,False
501,a401,Zoniferol,Female,8,25,0,45.0,0,a4010,False
502,a401,Zoniferol,Female,8,25,5,46.11198591,0,a4015,False
503,a401,Zoniferol,Female,8,25,10,47.7259374,1,a40110,False
504,a401,Zoniferol,Female,8,25,15,49.93472542,1,a40115,False
505,a401,Zoniferol,Female,8,25,20,52.20451136,2,a40120,False
506,a401,Zoniferol,Female,8,25,25,54.20983551,3,a40125,False
507,a401,Zoniferol,Female,8,25,30,55.91016159,3,a40130,False
508,a401,Zoniferol,Female,8,25,35,60.34714467,3,a40135,False
509,a401,Zoniferol,Female,8,25,40,61.76860538,4,a40140,False
510,a401,Zoniferol,Female,8,25,45,66.79415599,4,a40145,False
511,a457,Ketapril,Female,11,30,0,45.0,0,a4570,False
512,a457,Ketapril,Female,11,30,5,47.462891,0,a4575,False
513,a457,Ketapril,Female,11,30,10,49.78341894,0,a45710,False
514,a492,Stelasyn,Male,20,25,0,45.0,0,a4920,False
515,a492,Stelasyn,Male,20,25,5,46.40914339,0,a4925,False
516,a492,Stelasyn,Male,20,25,10,48.43219661,0,a49210,False
517,a492,Stelasyn,Male,20,25,15,51.985262899999995,0,a49215,False
518,a492,Stelasyn,Male,20,25,20,53.67719253,0,a49220,False
519,a492,Stelasyn,Male,20,25,25,54.70122868,1,a49225,False
520,a492,Stelasyn,Male,20,25,30,56.20104104,1,a49230,False
521,a492,Stelasyn,Male,20,25,35,57.30855379,1,a49235,False
522,a492,Stelasyn,Male,20,25,40,57.92849897,1,a49240,False
523,a492,Stelasyn,Male,20,25,45,60.12201052,1,a49245,False
524,a577,Infubinol,Female,6,25,0,45.0,0,a5770,False
525,a577,Infubinol,Female,6,25,5,46.197719899999996,1,a5775,False
526,a577,Infubinol,Female,6,25,10,49.5096389,1,a57710,False
527,a577,Infubinol,Female,6,25,15,50.91500662,2,a57715,False
528,a577,Infubinol,Female,6,25,20,52.36518457,2,a57720,False
529,a577,Infubinol,Female,6,25,25,54.38093154,2,a57725,False
530,a577,Infubinol,Female,6,25,30,57.03186187,2,a57730,False
531,a685,Infubinol,Male,8,30,0,45.0,0,a6850,False
532,a685,Infubinol,Male,8,30,5,46.87048256,0,a6855,False
533,a685,Infubinol,Male,8,30,10,47.66475264,0,a68510,False
534,a685,Infubinol,Male,8,30,15,48.95147442,0,a68515,False
535,a685,Infubinol,Male,8,30,20,49.49055902,0,a68520,False
536,a685,Infubinol,Male,8,30,25,51.93995092,0,a68525,False
537,a685,Infubinol,Male,8,30,30,55.45385519,1,a68530,False
538,a685,Infubinol,Male,8,30,35,58.09262925,1,a68535,False
539,a685,Infubinol,Male,8,30,40,60.56790371,2,a68540,False
540,a685,Infubinol,Male,8,30,45,66.08306589,3,a68545,False
541,a699,Propriva,Female,5,28,0,45.0,0,a6990,False
542,a699,Propriva,Female,5,28,5,46.55308986,0,a6995,False
543,a699,Propriva,Female,5,28,10,47.86737569,0,a69910,False
544,a699,Propriva,Female,5,28,15,49.53040137,0,a69915,False
545,a699,Propriva,Female,5,28,20,50.71242334,0,a69920,False
546,a699,Propriva,Female,5,28,25,51.84638147,0,a69925,False
547,a699,Propriva,Female,5,28,30,54.37934505,0,a69930,False
548,a699,Propriva,Female,5,28,35,56.51068234,1,a69935,False
549,a699,Propriva,Female,5,28,40,58.60544816,1,a69940,False
550,a699,Propriva,Female,5,28,45,62.19141437,1,a69945,False
551,a788,Zoniferol,Male,5,30,0,45.0,0,a7880,False
552,a788,Zoniferol,Male,5,30,5,47.00658024,0,a7885,False
553,a788,Zoniferol,Male,5,30,10,50.15972132,1,a78810,False
554,a788,Zoniferol,Male,5,30,15,52.53994926,1,a78815,False
555,a788,Zoniferol,Male,5,30,20,54.06098332,1,a78820,False
556,a788,Zoniferol,Male,5,30,25,56.770280299999996,1,a78825,False
557,a788,Zoniferol,Male,5,30,30,60.41370908,1,a78830,False
558,a818,Naftisol,Female,12,28,0,45.0,0,a8180,False
559,a818,Naftisol,Female,12,28,5,45.69670864,0,a8185,False
560,a818,Naftisol,Female,12,28,10,49.79091948,0,a81810,False
561,a818,Naftisol,Female,12,28,15,51.22756565,0,a81815,False
562,a818,Naftisol,Female,12,28,20,54.8346245,0,a81820,False
563,a818,Naftisol,Female,12,28,25,56.96627332,0,a81825,False
564,a818,Naftisol,Female,12,28,30,60.07237198,0,a81830,False
565,a818,Naftisol,Female,12,28,35,63.29854586,0,a81835,False
566,a818,Naftisol,Female,12,28,40,69.27381374,1,a81840,False
567,a818,Naftisol,Female,12,28,45,74.99776443,2,a81845,False
568,a897,Placebo,Male,7,28,0,45.0,0,a8970,False
569,a897,Placebo,Male,7,28,5,45.69112405,1,a8975,False
570,a897,Placebo,Male,7,28,10,47.97292708,1,a89710,False
571,a897,Placebo,Male,7,28,15,52.34308525,2,a89715,False
572,a897,Placebo,Male,7,28,20,54.59570541,3,a89720,False
573,a897,Placebo,Male,7,28,25,56.41331977,3,a89725,False
574,a897,Placebo,Male,7,28,30,59.91693443,3,a89730,False
575,a897,Placebo,Male,7,28,35,64.0528731,3,a89735,False
576,a897,Placebo,Male,7,28,40,67.21174279,4,a89740,False
577,a897,Placebo,Male,7,28,45,72.25596306,4,a89745,False
578,a963,Stelasyn,Female,23,27,0,45.0,0,a9630,False
579,a963,Stelasyn,Female,23,27,5,46.23350581,0,a9635,False
580,a963,Stelasyn,Female,23,27,10,47.15052201,0,a96310,False
581,a963,Stelasyn,Female,23,27,15,47.83685218,0,a96315,False
582,a963,Stelasyn,Female,23,27,20,51.46373448,0,a96320,False
583,a963,Stelasyn,Female,23,27,25,52.12980374,0,a96325,False
584,a963,Stelasyn,Female,23,27,30,53.40166738,1,a96330,False
585,a963,Stelasyn,Female,23,27,35,56.81397646,1,a96335,False
586,a963,Stelasyn,Female,23,27,40,58.46378685,1,a96340,False
587,a963,Stelasyn,Female,23,27,45,62.76509317,1,a96345,False
588,b313,Zoniferol,Male,12,27,0,45.0,0,b3130,False
589,b313,Zoniferol,Male,12,27,5,47.15443254,0,b3135,False
590,b313,Zoniferol,Male,12,27,10,48.31937218,1,b31310,False
591,b313,Zoniferol,Male,12,27,15,49.18838735,1,b31315,False
592,b313,Zoniferol,Male,12,27,20,53.979679700000005,1,b31320,False
593,b313,Zoniferol,Male,12,27,25,55.74514628,1,b31325,False
594,b447,Ceftamin,Male,2,30,0,45.0,0,b4470,False
595,b487,Ceftamin,Female,6,28,0,45.0,0,b4870,False
596,b487,Ceftamin,Female,6,28,5,46.21397739,0,b4875,False
597,b487,Ceftamin,Female,6,28,10,47.664387100000006,0,b48710,False
598,b487,Ceftamin,Female,6,28,15,51.68325586,0,b48715,False
599,b487,Ceftamin,Female,6,28,20,53.42766344,0,b48720,False
600,b487,Ceftamin,Female,6,28,25,56.05774909,1,b48725,False
601,b559,Naftisol,Male,20,26,0,45.0,0,b5590,False
602,b559,Naftisol,Male,20,26,5,47.40989731,0,b5595,False
603,b559,Naftisol,Male,20,26,10,48.03643202,0,b55910,False
604,b559,Naftisol,Male,20,26,15,51.37886229,0,b55915,False
605,b559,Naftisol,Male,20,26,20,55.65445572,1,b55920,False
606,b559,Naftisol,Male,20,26,25,57.04366929,1,b55925,False
607,b559,Naftisol,Male,20,26,30,61.19038663,1,b55930,False
608,b559,Naftisol,Male,20,26,35,65.70576275,1,b55935,False
609,b559,Naftisol,Male,20,26,40,69.96961645,1,b55940,False
610,b559,Naftisol,Male,20,26,45,73.05136339,1,b55945,False
611,b759,Ceftamin,Female,12,25,0,45.0,0,b7590,False
612,b759,Ceftamin,Female,12,25,5,48.00919049,0,b7595,False
613,b759,Ceftamin,Female,12,25,10,49.13335499,0,b75910,False
614,b759,Ceftamin,Female,12,25,15,51.58779906,0,b75915,False
615,b759,Ceftamin,Female,12,25,20,54.44303502,0,b75920,False
616,b759,Ceftamin,Female,12,25,25,55.08363235,0,b75925,False
617,b759,Ceftamin,Female,12,25,30,55.74282869,1,b75930,False
618,b879,Stelasyn,Female,4,26,0,45.0,0,b8790,False
619,b879,Stelasyn,Female,4,26,5,49.15615628,1,b8795,False
620,b879,Stelasyn,Female,4,26,10,50.33894583,1,b87910,False
621,b879,Stelasyn,Female,4,26,15,51.61838657,1,b87915,False
622,b879,Stelasyn,Female,4,26,20,53.98343568,1,b87920,False
623,b879,Stelasyn,Female,4,26,25,56.46998744,2,b87925,False
624,b879,Stelasyn,Female,4,26,30,60.90761481,2,b87930,False
625,b879,Stelasyn,Female,4,26,35,64.26088633,2,b87935,False
626,b879,Stelasyn,Female,4,26,40,67.18912666,2,b87940,False
627,b879,Stelasyn,Female,4,26,45,72.55523894,2,b87945,False
628,c139,Infubinol,Male,11,28,0,45.0,0,c1390,False
629,c139,Infubinol,Male,11,28,5,48.75311208,0,c1395,False
630,c139,Infubinol,Male,11,28,10,49.99295391,0,c13910,False
631,c139,Infubinol,Male,11,28,15,51.8332246,0,c13915,False
632,c139,Infubinol,Male,11,28,20,56.74200681,0,c13920,False
633,c139,Infubinol,Male,11,28,25,61.46196976,0,c13925,False
634,c139,Infubinol,Male,11,28,30,64.14987077,1,c13930,False
635,c139,Infubinol,Male,11,28,35,67.82141969,1,c13935,False
636,c139,Infubinol,Male,11,28,40,69.42814095,2,c13940,False
637,c139,Infubinol,Male,11,28,45,72.2267309,2,c13945,False
638,c264,Zoniferol,Female,11,27,0,45.0,0,c2640,False
639,c264,Zoniferol,Female,11,27,5,45.79170389,0,c2645,False
640,c264,Zoniferol,Female,11,27,10,49.02659196,0,c26410,False
641,c264,Zoniferol,Female,11,27,15,53.66494165,1,c26415,False
642,c264,Zoniferol,Female,11,27,20,54.568195700000004,1,c26420,False
643,c264,Zoniferol,Female,11,27,25,56.96676876,2,c26425,False
644,c264,Zoniferol,Female,11,27,30,57.82391556,2,c26430,False
645,c264,Zoniferol,Female,11,27,35,61.07479506,2,c26435,False
646,c264,Zoniferol,Female,11,27,40,65.70832272,2,c26440,False
647,c264,Zoniferol,Female,11,27,45,67.94212107,2,c26445,False
648,c282,Placebo,Male,12,27,0,45.0,0,c2820,False
649,c282,Placebo,Male,12,27,5,45.72568973,0,c2825,False
650,c282,Placebo,Male,12,27,10,48.17950638,0,c28210,False
651,c282,Placebo,Male,12,27,15,49.26607873,0,c28215,False
652,c282,Placebo,Male,12,27,20,51.95057423,0,c28220,False
653,c282,Placebo,Male,12,27,25,56.29220039,1,c28225,False
654,c282,Placebo,Male,12,27,30,59.00590207,1,c28230,False
655,c282,Placebo,Male,12,27,35,59.88765475,1,c28235,False
656,c282,Placebo,Male,12,27,40,65.02179944,2,c28240,False
657,c282,Placebo,Male,12,27,45,65.81516535,2,c28245,False
658,c302,Zoniferol,Female,10,29,0,45.0,0,c3020,False
659,c302,Zoniferol,Female,10,29,5,47.69067986,1,c3025,False
660,c302,Zoniferol,Female,10,29,10,48.53356704,1,c30210,False
661,c302,Zoniferol,Female,10,29,15,52.71663459,2,c30215,False
662,c302,Zoniferol,Female,10,29,20,54.08090836,3,c30220,False
663,c302,Zoniferol,Female,10,29,25,55.07622853,3,c30225,False
664,c302,Zoniferol,Female,10,29,30,57.41974389,3,c30230,False
665,c302,Zoniferol,Female,10,29,35,62.23657157,3,c30235,False
666,c302,Zoniferol,Female,10,29,40,63.28107148,4,c30240,False
667,c302,Zoniferol,Female,10,29,45,64.57522157,4,c30245,False
668,c326,Infubinol,Female,18,25,0,45.0,0,c3260,False
669,c326,Infubinol,Female,18,25,5,36.321345799999996,0,c3265,False
670,c402,Stelasyn,Female,1,27,0,45.0,0,c4020,False
671,c402,Stelasyn,Female,1,27,5,49.3426301,1,c4025,False
672,c402,Stelasyn,Female,1,27,10,50.56689412,1,c40210,False
673,c402,Stelasyn,Female,1,27,15,52.23071944,1,c40215,False
674,c402,Stelasyn,Female,1,27,20,54.88332044,2,c40220,False
675,c402,Stelasyn,Female,1,27,25,58.26988853,2,c40225,False
676,c402,Stelasyn,Female,1,27,30,63.74319428,2,c40230,False
677,c402,Stelasyn,Female,1,27,35,65.8079627,2,c40235,False
678,c402,Stelasyn,Female,1,27,40,70.22229679,2,c40240,False
679,c402,Stelasyn,Female,1,27,45,74.04039018,3,c40245,False
680,c559,Zoniferol,Female,19,28,0,45.0,0,c5590,False
681,c559,Zoniferol,Female,19,28,5,46.56263793,0,c5595,False
682,c559,Zoniferol,Female,19,28,10,47.29326012,0,c55910,False
683,c559,Zoniferol,Female,19,28,15,51.41490358,1,c55915,False
684,c559,Zoniferol,Female,19,28,20,52.60436695,2,c55920,False
685,c559,Zoniferol,Female,19,28,25,54.55544168,2,c55925,False
686,c559,Zoniferol,Female,19,28,30,57.14614388,2,c55930,False
687,c559,Zoniferol,Female,19,28,35,59.45504074,2,c55935,False
688,c559,Zoniferol,Female,19,28,40,60.86184431,3,c55940,False
689,c559,Zoniferol,Female,19,28,45,61.84005842,4,c55945,False
690,c580,Ketapril,Male,22,25,0,45.0,0,c5800,False
691,c580,Ketapril,Male,22,25,5,46.62845479999999,0,c5805,False
692,c580,Ketapril,Male,22,25,10,47.57017382,1,c58010,False
693,c580,Ketapril,Male,22,25,15,51.991708,1,c58015,False
694,c580,Ketapril,Male,22,25,20,55.57532195,2,c58020,False
695,c580,Ketapril,Male,22,25,25,56.28906231,2,c58025,False
696,c580,Ketapril,Male,22,25,30,58.04656941,3,c58030,False
697,c757,Placebo,Male,9,27,0,45.0,0,c7570,False
698,c757,Placebo,Male,9,27,5,47.78327981,0,c7575,False
699,c757,Placebo,Male,9,27,10,49.21931669,0,c75710,False
700,c757,Placebo,Male,9,27,15,51.532603,0,c75715,False
701,c757,Placebo,Male,9,27,20,52.81863401,1,c75720,False
702,c757,Placebo,Male,9,27,25,57.10641821,2,c75725,False
703,c757,Placebo,Male,9,27,30,60.09857184,2,c75730,False
704,c757,Placebo,Male,9,27,35,64.29116351,2,c75735,False
705,c757,Placebo,Male,9,27,40,66.60436771,2,c75740,False
706,c757,Placebo,Male,9,27,45,69.04284082,3,c75745,False
707,c766,Placebo,Female,13,26,0,45.0,0,c7660,False
708,c766,Placebo,Female,13,26,5,47.31305537,0,c7665,False
709,c766,Placebo,Female,13,26,10,49.50027098,1,c76610,False
710,c766,Placebo,Female,13,26,15,50.59663325,2,c76615,False
711,c766,Placebo,Female,13,26,20,53.00686463,3,c76620,False
712,c766,Placebo,Female,13,26,25,58.21462437,3,c76625,False
713,c766,Placebo,Female,13,26,30,60.2559245,3,c76630,False
714,c766,Placebo,Female,13,26,35,65.95236791,4,c76635,False
715,c766,Placebo,Female,13,26,40,67.68529456,4,c76640,False
716,c766,Placebo,Female,13,26,45,69.82314577,4,c76645,False
717,c819,Ketapril,Male,21,25,0,45.0,0,c8190,False
718,c819,Ketapril,Male,21,25,5,45.76924864,1,c8195,False
719,c819,Ketapril,Male,21,25,10,46.65839527,1,c81910,False
720,c819,Ketapril,Male,21,25,15,48.37099912,1,c81915,False
721,c819,Ketapril,Male,21,25,20,49.76241475,1,c81920,False
722,c819,Ketapril,Male,21,25,25,51.82835706,1,c81925,False
723,c819,Ketapril,Male,21,25,30,56.09899820000001,1,c81930,False
724,c819,Ketapril,Male,21,25,35,57.72953466,1,c81935,False
725,c819,Ketapril,Male,21,25,40,62.17570465,1,c81940,False
726,c832,Ketapril,Male,18,29,0,45.0,0,c8320,False
727,c832,Ketapril,Male,18,29,5,48.68546123,1,c8325,False
728,c832,Ketapril,Male,18,29,10,49.81141262,1,c83210,False
729,c832,Ketapril,Male,18,29,15,52.86453449,1,c83215,False
730,c832,Ketapril,Male,18,29,20,56.71023353,1,c83220,False
731,c832,Ketapril,Male,18,29,25,58.89181644,2,c83225,False
732,c832,Ketapril,Male,18,29,30,60.49637579,2,c83230,False
733,c832,Ketapril,Male,18,29,35,61.12448717,2,c83235,False
734,c832,Ketapril,Male,18,29,40,62.57231816,2,c83240,False
735,c832,Ketapril,Male,18,29,45,65.41595451,3,c83245,False
736,c895,Infubinol,Female,7,29,0,45.0,0,c8950,False
737,c895,Infubinol,Female,7,29,5,45.47754399,0,c8955,False
738,c895,Infubinol,Female,7,29,10,49.77901542,0,c89510,False
739,c895,Infubinol,Female,7,29,15,52.94946474,1,c89515,False
740,c895,Infubinol,Female,7,29,20,53.67683960000001,2,c89520,False
741,c895,Infubinol,Female,7,29,25,57.53419288,2,c89525,False
742,c895,Infubinol,Female,7,29,30,60.96971133,2,c89530,False
743,c927,Propriva,Female,4,26,0,45.0,0,c9270,False
744,c927,Propriva,Female,4,26,5,46.35184205,0,c9275,False
745,c927,Propriva,Female,4,26,10,50.96529767,1,c92710,False
746,c927,Propriva,Female,4,26,15,53.26643087,1,c92715,False
747,c927,Propriva,Female,4,26,20,55.48168922,1,c92720,False
748,c927,Propriva,Female,4,26,25,56.54551947,2,c92725,False
749,c927,Propriva,Female,4,26,30,60.753924600000005,2,c92730,False
750,c927,Propriva,Female,4,26,35,61.87227365,3,c92735,False
751,c927,Propriva,Female,4,26,40,64.18322918,4,c92740,False
752,d133,Zoniferol,Male,5,30,0,45.0,0,d1330,False
753,d164,Zoniferol,Male,21,28,0,45.0,0,d1640,False
754,d164,Zoniferol,Male,21,28,5,46.61767061,0,d1645,False
755,d164,Zoniferol,Male,21,28,10,47.47464468,1,d16410,False
756,d474,Ketapril,Male,18,27,0,45.0,0,d4740,False
757,d474,Ketapril,Male,18,27,5,45.91835225,0,d4745,False
758,d474,Ketapril,Male,18,27,10,46.97496297,0,d47410,False
759,d474,Ketapril,Male,18,27,15,47.77793584,0,d47415,False
760,d474,Ketapril,Male,18,27,20,51.73149416,0,d47420,False
761,d474,Ketapril,Male,18,27,25,54.27932462,0,d47425,False
762,d474,Ketapril,Male,18,27,30,55.34134157,0,d47430,False
763,d474,Ketapril,Male,18,27,35,56.47911257,0,d47435,False
764,d474,Ketapril,Male,18,27,40,60.23373278,1,d47440,False
765,e213,Naftisol,Male,8,27,0,45.0,0,e2130,False
766,e213,Naftisol,Male,8,27,5,45.69925018,1,e2135,False
767,e213,Naftisol,Male,8,27,10,47.39157120000001,2,e21310,False
768,e213,Naftisol,Male,8,27,15,51.7916953,2,e21315,False
769,e213,Naftisol,Male,8,27,20,52.61376289,2,e21320,False
770,e213,Naftisol,Male,8,27,25,55.22447615,2,e21325,False
771,e213,Naftisol,Male,8,27,30,56.45872864,3,e21330,False
772,e213,Naftisol,Male,8,27,35,58.24585435,3,e21335,False
773,e213,Naftisol,Male,8,27,40,60.23654797,3,e21340,False
774,e213,Naftisol,Male,8,27,45,63.1056963,4,e21345,False
775,e227,Placebo,Male,1,30,0,45.0,0,e2270,False
776,e227,Placebo,Male,1,30,5,47.23801112,0,e2275,False
777,e227,Placebo,Male,1,30,10,51.34975705,1,e22710,False
778,e227,Placebo,Male,1,30,15,52.83394196,1,e22715,False
779,e227,Placebo,Male,1,30,20,56.60755210000001,1,e22720,False
780,e227,Placebo,Male,1,30,25,60.60029169,1,e22725,False
781,e227,Placebo,Male,1,30,30,62.46438515,2,e22730,False
782,e227,Placebo,Male,1,30,35,66.94912136,3,e22735,False
783,e227,Placebo,Male,1,30,40,70.7152176,3,e22740,False
784,e227,Placebo,Male,1,30,45,73.21293851,3,e22745,False
785,e291,Naftisol,Female,14,29,0,45.0,0,e2910,False
786,e291,Naftisol,Female,14,29,5,46.14250486,0,e2915,False
787,e291,Naftisol,Female,14,29,10,48.52974125,1,e29110,False
788,e291,Naftisol,Female,14,29,15,49.348426200000006,1,e29115,False
789,e291,Naftisol,Female,14,29,20,52.53376479,1,e29120,False
790,e291,Naftisol,Female,14,29,25,55.1389525,2,e29125,False
791,e476,Infubinol,Male,23,26,0,45.0,0,e4760,False
792,e476,Infubinol,Male,23,26,5,47.11180113,0,e4765,False
793,e476,Infubinol,Male,23,26,10,49.43168536,0,e47610,False
794,e476,Infubinol,Male,23,26,15,54.04621267,0,e47615,False
795,e476,Infubinol,Male,23,26,20,55.24927296,0,e47620,False
796,e476,Infubinol,Male,23,26,25,57.408638,0,e47625,False
797,e476,Infubinol,Male,23,26,30,57.99279743,1,e47630,False
798,e476,Infubinol,Male,23,26,35,60.064340200000004,1,e47635,False
799,e476,Infubinol,Male,23,26,40,61.52527583,1,e47640,False
800,e476,Infubinol,Male,23,26,45,62.43540402,1,e47645,False
801,e584,Naftisol,Male,9,27,0,45.0,0,e5840,False
802,e584,Naftisol,Male,9,27,5,45.656978499999994,0,e5845,False
803,e584,Naftisol,Male,9,27,10,47.25064148,0,e58410,False
804,e584,Naftisol,Male,9,27,15,48.43041053,1,e58415,False
805,e584,Naftisol,Male,9,27,20,50.34492095,2,e58420,False
806,e584,Naftisol,Male,9,27,25,51.38641908,2,e58425,False
807,e584,Naftisol,Male,9,27,30,54.98440767,3,e58430,False
808,e584,Naftisol,Male,9,27,35,58.08655989,3,e58435,False
809,e584,Naftisol,Male,9,27,40,62.81687083,4,e58440,False
810,e584,Naftisol,Male,9,27,45,68.3597767,4,e58445,False
811,f129,Zoniferol,Female,11,29,0,45.0,0,f1290,False
812,f129,Zoniferol,Female,11,29,5,47.00059399,0,f1295,False
813,f129,Zoniferol,Female,11,29,10,48.17971908,1,f12910,False
814,f129,Zoniferol,Female,11,29,15,49.98830246,1,f12915,False
815,f234,Stelasyn,Male,14,28,0,45.0,0,f2340,False
816,f234,Stelasyn,Male,14,28,5,47.31349062,0,f2345,False
817,f234,Stelasyn,Male,14,28,10,47.90432375,0,f23410,False
